:START_ID(Customer),:END_ID(Film),rentalDate,:TYPE
308,566,2005-06-17 13:54:20.000,WATCHED
138,920,2005-06-17 14:00:51.000,WATCHED
304,331,2005-06-17 14:03:43.000,WATCHED
260,51,2005-06-17 14:18:37.000,WATCHED
348,170,2005-06-17 14:19:00.000,WATCHED
84,681,2005-06-17 14:31:02.000,WATCHED
4,547,2005-06-17 14:31:12.000,WATCHED
484,527,2005-06-17 14:37:57.000,WATCHED
391,122,2005-06-17 14:38:11.000,WATCHED
374,191,2005-06-17 14:39:50.000,WATCHED
201,517,2005-06-17 14:40:58.000,WATCHED
454,446,2005-06-17 14:55:29.000,WATCHED
182,234,2005-06-17 14:58:36.000,WATCHED
549,428,2005-06-17 15:07:30.000,WATCHED
191,515,2005-06-17 15:10:16.000,WATCHED
172,367,2005-06-17 15:14:43.000,WATCHED
521,931,2005-06-17 15:19:34.000,WATCHED
295,348,2005-06-17 15:26:37.000,WATCHED
593,306,2005-06-17 15:27:03.000,WATCHED
42,51,2005-06-17 15:27:33.000,WATCHED
190,615,2005-06-17 15:31:58.000,WATCHED
57,292,2005-06-17 15:34:41.000,WATCHED
114,162,2005-06-17 15:36:12.000,WATCHED
64,333,2005-06-17 15:42:42.000,WATCHED
108,1000,2005-06-17 15:47:00.000,WATCHED
55,380,2005-06-17 15:56:43.000,WATCHED
5,941,2005-06-17 15:56:53.000,WATCHED
67,429,2005-06-17 15:57:56.000,WATCHED
266,184,2005-06-17 16:03:46.000,WATCHED
248,561,2005-06-17 16:07:08.000,WATCHED
297,373,2005-06-17 16:11:08.000,WATCHED
387,924,2005-06-17 16:11:46.000,WATCHED
551,602,2005-06-17 16:19:39.000,WATCHED
24,572,2005-06-17 16:27:51.000,WATCHED
479,628,2005-06-17 16:33:17.000,WATCHED
261,17,2005-06-17 16:33:32.000,WATCHED
410,772,2005-06-17 16:33:59.000,WATCHED
495,15,2005-06-17 16:40:03.000,WATCHED
459,527,2005-06-17 16:40:33.000,WATCHED
217,484,2005-06-17 16:43:47.000,WATCHED
113,979,2005-06-17 16:46:11.000,WATCHED
278,439,2005-06-17 16:48:55.000,WATCHED
465,843,2005-06-17 16:49:45.000,WATCHED
476,273,2005-06-17 16:59:40.000,WATCHED
253,204,2005-06-17 17:05:02.000,WATCHED
254,96,2005-06-17 17:13:32.000,WATCHED
97,529,2005-06-17 17:14:00.000,WATCHED
92,95,2005-06-17 17:17:19.000,WATCHED
214,491,2005-06-17 17:30:56.000,WATCHED
326,200,2005-06-17 17:32:07.000,WATCHED
398,103,2005-06-17 17:35:10.000,WATCHED
310,112,2005-06-17 17:35:30.000,WATCHED
156,878,2005-06-17 17:45:09.000,WATCHED
197,4,2005-06-17 18:06:14.000,WATCHED
260,879,2005-06-17 18:09:04.000,WATCHED
556,968,2005-06-17 18:12:16.000,WATCHED
26,177,2005-06-17 18:14:08.000,WATCHED
308,477,2005-06-17 18:18:56.000,WATCHED
8,415,2005-06-17 18:21:35.000,WATCHED
431,239,2005-06-17 18:33:04.000,WATCHED
439,123,2005-06-17 18:40:04.000,WATCHED
274,862,2005-06-17 18:42:09.000,WATCHED
146,800,2005-06-17 18:47:26.000,WATCHED
387,489,2005-06-17 18:53:21.000,WATCHED
581,462,2005-06-17 18:57:02.000,WATCHED
486,503,2005-06-17 19:05:22.000,WATCHED
456,321,2005-06-17 19:13:10.000,WATCHED
136,678,2005-06-17 19:14:30.000,WATCHED
57,891,2005-06-17 19:15:45.000,WATCHED
66,139,2005-06-17 19:29:03.000,WATCHED
104,281,2005-06-17 19:31:16.000,WATCHED
503,305,2005-06-17 19:35:26.000,WATCHED
493,498,2005-06-17 19:41:42.000,WATCHED
163,785,2005-06-17 19:45:49.000,WATCHED
76,457,2005-06-17 19:47:21.000,WATCHED
18,356,2005-06-17 19:52:42.000,WATCHED
406,330,2005-06-17 19:57:46.000,WATCHED
358,774,2005-06-17 20:00:25.000,WATCHED
270,756,2005-06-17 20:02:16.000,WATCHED
24,518,2005-06-17 20:16:12.000,WATCHED
170,1,2005-06-17 20:24:00.000,WATCHED
103,280,2005-06-17 20:28:29.000,WATCHED
561,456,2005-06-17 20:34:42.000,WATCHED
182,328,2005-06-17 20:36:50.000,WATCHED
467,28,2005-06-17 20:38:54.000,WATCHED
245,644,2005-06-17 20:48:27.000,WATCHED
545,548,2005-06-17 20:48:30.000,WATCHED
178,282,2005-06-17 20:49:14.000,WATCHED
473,937,2005-06-17 20:53:42.000,WATCHED
263,930,2005-06-17 20:54:36.000,WATCHED
187,822,2005-06-17 20:54:48.000,WATCHED
2,78,2005-06-17 20:54:58.000,WATCHED
249,418,2005-06-17 20:58:32.000,WATCHED
413,301,2005-06-17 21:00:44.000,WATCHED
85,967,2005-06-17 21:02:25.000,WATCHED
186,578,2005-06-17 21:05:06.000,WATCHED
268,206,2005-06-17 21:10:05.000,WATCHED
378,370,2005-06-17 21:13:44.000,WATCHED
39,891,2005-06-17 21:14:02.000,WATCHED
20,581,2005-06-17 21:16:41.000,WATCHED
581,255,2005-06-17 21:18:28.000,WATCHED
254,114,2005-06-17 21:28:14.000,WATCHED
236,175,2005-06-17 21:29:34.000,WATCHED
56,523,2005-06-17 21:40:29.000,WATCHED
86,470,2005-06-17 21:41:34.000,WATCHED
253,388,2005-06-17 21:55:43.000,WATCHED
507,278,2005-06-17 21:58:13.000,WATCHED
46,727,2005-06-17 22:05:40.000,WATCHED
388,54,2005-06-17 22:10:36.000,WATCHED
456,73,2005-06-17 22:26:23.000,WATCHED
279,603,2005-06-17 22:28:13.000,WATCHED
338,70,2005-06-17 22:44:35.000,WATCHED
333,738,2005-06-17 22:50:00.000,WATCHED
406,415,2005-06-17 22:50:36.000,WATCHED
329,90,2005-06-17 22:52:37.000,WATCHED
307,585,2005-06-17 22:53:27.000,WATCHED
357,532,2005-06-17 22:58:04.000,WATCHED
30,361,2005-06-17 22:59:42.000,WATCHED
227,795,2005-06-17 23:07:29.000,WATCHED
237,135,2005-06-17 23:08:12.000,WATCHED
201,353,2005-06-17 23:30:52.000,WATCHED
530,55,2005-06-17 23:36:27.000,WATCHED
465,680,2005-06-17 23:37:29.000,WATCHED
32,358,2005-06-17 23:39:11.000,WATCHED
75,691,2005-06-17 23:39:50.000,WATCHED
277,389,2005-06-17 23:45:47.000,WATCHED
130,571,2005-06-17 23:46:16.000,WATCHED
227,755,2005-06-17 23:46:21.000,WATCHED
471,522,2005-06-17 23:51:10.000,WATCHED
305,946,2005-06-17 23:51:21.000,WATCHED
307,831,2005-06-17 23:51:28.000,WATCHED
308,174,2005-06-17 23:53:24.000,WATCHED
120,172,2005-06-17 23:57:23.000,WATCHED
42,869,2005-06-17 23:57:34.000,WATCHED
147,383,2005-06-18 00:06:04.000,WATCHED
457,640,2005-06-18 00:06:16.000,WATCHED
65,222,2005-06-18 00:08:20.000,WATCHED
520,723,2005-06-18 00:09:01.000,WATCHED
17,879,2005-06-18 00:17:58.000,WATCHED
282,914,2005-06-18 00:29:51.000,WATCHED
340,109,2005-06-18 00:34:45.000,WATCHED
260,647,2005-06-18 00:38:35.000,WATCHED
338,945,2005-06-18 00:41:36.000,WATCHED
497,778,2005-06-18 00:47:43.000,WATCHED
176,763,2005-06-18 00:48:31.000,WATCHED
454,765,2005-06-18 00:56:18.000,WATCHED
340,385,2005-06-18 01:06:01.000,WATCHED
537,760,2005-06-18 01:10:36.000,WATCHED
198,942,2005-06-18 01:12:22.000,WATCHED
204,445,2005-06-18 01:15:27.000,WATCHED
477,304,2005-06-18 01:17:27.000,WATCHED
183,155,2005-06-18 01:19:04.000,WATCHED
500,56,2005-06-18 01:20:26.000,WATCHED
342,961,2005-06-18 01:29:51.000,WATCHED
58,739,2005-06-18 01:33:09.000,WATCHED
456,411,2005-06-18 01:35:47.000,WATCHED
112,227,2005-06-18 01:38:45.000,WATCHED
149,397,2005-06-18 01:41:37.000,WATCHED
286,486,2005-06-18 01:44:46.000,WATCHED
240,418,2005-06-18 01:47:07.000,WATCHED
103,736,2005-06-18 01:50:27.000,WATCHED
109,432,2005-06-18 01:51:22.000,WATCHED
171,20,2005-06-18 01:57:56.000,WATCHED
229,242,2005-06-18 01:59:16.000,WATCHED
489,406,2005-06-18 02:08:27.000,WATCHED
297,177,2005-06-18 02:09:24.000,WATCHED
46,297,2005-06-18 02:10:42.000,WATCHED
426,252,2005-06-18 02:11:38.000,WATCHED
593,275,2005-06-18 02:14:34.000,WATCHED
438,797,2005-06-18 02:14:45.000,WATCHED
78,40,2005-06-18 02:19:21.000,WATCHED
132,510,2005-06-18 02:22:07.000,WATCHED
13,532,2005-06-18 02:24:01.000,WATCHED
108,49,2005-06-18 02:27:01.000,WATCHED
166,895,2005-06-18 02:29:10.000,WATCHED
336,536,2005-06-18 02:36:10.000,WATCHED
98,211,2005-06-18 02:36:47.000,WATCHED
366,531,2005-06-18 02:44:37.000,WATCHED
239,447,2005-06-18 02:48:21.000,WATCHED
320,313,2005-06-18 03:08:17.000,WATCHED
118,489,2005-06-18 03:12:29.000,WATCHED
176,782,2005-06-18 03:13:13.000,WATCHED
393,410,2005-06-18 03:16:54.000,WATCHED
587,72,2005-06-18 03:21:36.000,WATCHED
156,852,2005-06-18 03:24:56.000,WATCHED
10,840,2005-06-18 03:26:23.000,WATCHED
303,887,2005-06-18 03:27:03.000,WATCHED
153,295,2005-06-18 03:33:58.000,WATCHED
503,621,2005-06-18 03:35:40.000,WATCHED
225,764,2005-06-18 03:39:56.000,WATCHED
200,791,2005-06-18 03:43:23.000,WATCHED
383,109,2005-06-18 03:44:50.000,WATCHED
35,623,2005-06-18 03:50:18.000,WATCHED
256,182,2005-06-18 03:50:49.000,WATCHED
35,493,2005-06-18 03:52:14.000,WATCHED
52,538,2005-06-18 03:54:31.000,WATCHED
31,673,2005-06-18 03:57:36.000,WATCHED
182,52,2005-06-18 04:01:28.000,WATCHED
21,759,2005-06-18 04:08:50.000,WATCHED
375,871,2005-06-18 04:12:33.000,WATCHED
205,395,2005-06-18 04:17:44.000,WATCHED
251,626,2005-06-18 04:22:06.000,WATCHED
437,966,2005-06-18 04:23:54.000,WATCHED
122,308,2005-06-18 04:28:27.000,WATCHED
406,204,2005-06-18 04:31:41.000,WATCHED
146,434,2005-06-18 04:32:28.000,WATCHED
328,277,2005-06-18 04:33:03.000,WATCHED
233,792,2005-06-18 04:46:33.000,WATCHED
194,327,2005-06-18 04:52:59.000,WATCHED
414,933,2005-06-18 04:54:29.000,WATCHED
446,435,2005-06-18 04:59:48.000,WATCHED
285,23,2005-06-18 05:03:08.000,WATCHED
7,880,2005-06-18 05:03:36.000,WATCHED
143,319,2005-06-18 05:05:08.000,WATCHED
383,433,2005-06-18 05:05:18.000,WATCHED
122,813,2005-06-18 05:11:43.000,WATCHED
281,242,2005-06-18 05:15:14.000,WATCHED
410,5,2005-06-18 05:21:12.000,WATCHED
93,406,2005-06-18 05:21:56.000,WATCHED
34,624,2005-06-18 05:29:52.000,WATCHED
292,999,2005-06-18 05:30:36.000,WATCHED
491,893,2005-06-18 05:37:45.000,WATCHED
297,609,2005-06-18 05:38:36.000,WATCHED
570,382,2005-06-18 05:46:15.000,WATCHED
218,907,2005-06-18 05:49:46.000,WATCHED
452,717,2005-06-18 05:57:47.000,WATCHED
240,31,2005-06-18 05:58:45.000,WATCHED
267,675,2005-06-18 06:03:27.000,WATCHED
452,570,2005-06-18 06:05:02.000,WATCHED
218,452,2005-06-18 06:10:23.000,WATCHED
21,957,2005-06-18 06:13:41.000,WATCHED
431,679,2005-06-18 06:20:54.000,WATCHED
588,755,2005-06-18 06:29:01.000,WATCHED
145,527,2005-06-18 06:29:52.000,WATCHED
599,301,2005-06-18 06:29:53.000,WATCHED
327,973,2005-06-18 06:30:02.000,WATCHED
347,663,2005-06-18 06:31:15.000,WATCHED
354,616,2005-06-18 06:31:29.000,WATCHED
594,253,2005-06-18 06:33:48.000,WATCHED
224,825,2005-06-18 06:35:03.000,WATCHED
450,258,2005-06-18 06:37:57.000,WATCHED
554,426,2005-06-18 06:38:22.000,WATCHED
548,998,2005-06-18 06:46:54.000,WATCHED
431,915,2005-06-18 06:47:29.000,WATCHED
113,958,2005-06-18 06:48:23.000,WATCHED
507,446,2005-06-18 06:56:06.000,WATCHED
228,589,2005-06-18 06:59:51.000,WATCHED
447,165,2005-06-18 07:00:54.000,WATCHED
287,134,2005-06-18 07:02:32.000,WATCHED
317,322,2005-06-18 07:04:36.000,WATCHED
247,193,2005-06-18 07:23:17.000,WATCHED
392,442,2005-06-18 07:29:43.000,WATCHED
513,44,2005-06-18 07:34:37.000,WATCHED
436,861,2005-06-18 07:36:46.000,WATCHED
130,37,2005-06-18 07:37:48.000,WATCHED
178,705,2005-06-18 07:45:03.000,WATCHED
72,455,2005-06-18 07:46:34.000,WATCHED
106,715,2005-06-18 07:56:18.000,WATCHED
481,995,2005-06-18 08:10:42.000,WATCHED
111,489,2005-06-18 08:17:41.000,WATCHED
497,272,2005-06-18 08:18:29.000,WATCHED
28,945,2005-06-18 08:18:52.000,WATCHED
291,353,2005-06-18 08:22:34.000,WATCHED
273,191,2005-06-18 08:24:03.000,WATCHED
42,403,2005-06-18 08:27:33.000,WATCHED
329,333,2005-06-18 08:27:59.000,WATCHED
327,775,2005-06-18 08:30:15.000,WATCHED
149,135,2005-06-18 08:31:18.000,WATCHED
477,46,2005-06-18 08:33:23.000,WATCHED
47,1000,2005-06-18 08:34:59.000,WATCHED
1,44,2005-06-18 08:41:48.000,WATCHED
576,132,2005-06-18 08:43:24.000,WATCHED
409,568,2005-06-18 08:45:59.000,WATCHED
236,984,2005-06-18 08:51:29.000,WATCHED
184,89,2005-06-18 08:55:46.000,WATCHED
379,689,2005-06-18 08:56:45.000,WATCHED
160,466,2005-06-18 09:03:19.000,WATCHED
372,608,2005-06-18 09:03:39.000,WATCHED
289,82,2005-06-18 09:04:59.000,WATCHED
326,350,2005-06-18 09:12:18.000,WATCHED
383,505,2005-06-18 09:13:54.000,WATCHED
393,331,2005-06-18 09:24:22.000,WATCHED
552,130,2005-06-18 09:24:50.000,WATCHED
565,256,2005-06-18 09:42:42.000,WATCHED
213,412,2005-06-18 09:44:21.000,WATCHED
54,46,2005-06-18 09:55:02.000,WATCHED
268,655,2005-06-18 10:00:33.000,WATCHED
406,164,2005-06-18 10:08:07.000,WATCHED
174,838,2005-06-18 10:14:22.000,WATCHED
571,298,2005-06-18 10:16:40.000,WATCHED
441,501,2005-06-18 10:17:21.000,WATCHED
587,902,2005-06-18 10:22:52.000,WATCHED
390,933,2005-06-18 10:41:19.000,WATCHED
221,339,2005-06-18 10:50:09.000,WATCHED
140,465,2005-06-18 10:53:51.000,WATCHED
283,504,2005-06-18 10:55:54.000,WATCHED
223,676,2005-06-18 10:56:24.000,WATCHED
446,864,2005-06-18 10:59:36.000,WATCHED
124,849,2005-06-18 11:00:05.000,WATCHED
582,987,2005-06-18 11:15:27.000,WATCHED
316,695,2005-06-18 11:24:54.000,WATCHED
297,70,2005-06-18 11:29:22.000,WATCHED
157,416,2005-06-18 11:30:56.000,WATCHED
31,139,2005-06-18 11:35:30.000,WATCHED
146,468,2005-06-18 11:42:40.000,WATCHED
20,994,2005-06-18 11:46:26.000,WATCHED
498,438,2005-06-18 12:01:47.000,WATCHED
6,395,2005-06-18 12:03:23.000,WATCHED
308,563,2005-06-18 12:08:16.000,WATCHED
194,986,2005-06-18 12:12:29.000,WATCHED
449,790,2005-06-18 12:15:43.000,WATCHED
495,336,2005-06-18 12:25:14.000,WATCHED
471,263,2005-06-18 12:25:29.000,WATCHED
216,646,2005-06-18 12:27:57.000,WATCHED
590,463,2005-06-18 12:40:15.000,WATCHED
361,708,2005-06-18 12:53:25.000,WATCHED
77,613,2005-06-18 12:54:18.000,WATCHED
125,789,2005-06-18 12:57:06.000,WATCHED
455,477,2005-06-18 12:59:23.000,WATCHED
561,292,2005-06-18 12:59:41.000,WATCHED
478,376,2005-06-18 13:00:51.000,WATCHED
201,678,2005-06-18 13:04:42.000,WATCHED
57,8,2005-06-18 13:11:13.000,WATCHED
546,775,2005-06-18 13:19:05.000,WATCHED
514,618,2005-06-18 13:31:15.000,WATCHED
1,766,2005-06-18 13:33:59.000,WATCHED
512,625,2005-06-18 13:37:32.000,WATCHED
493,683,2005-06-18 13:45:34.000,WATCHED
162,309,2005-06-18 13:46:39.000,WATCHED
566,890,2005-06-18 14:00:31.000,WATCHED
99,235,2005-06-18 14:10:27.000,WATCHED
44,331,2005-06-18 14:25:29.000,WATCHED
489,583,2005-06-18 14:29:54.000,WATCHED
248,39,2005-06-18 14:35:29.000,WATCHED
96,344,2005-06-18 14:37:37.000,WATCHED
544,610,2005-06-18 14:37:57.000,WATCHED
71,578,2005-06-18 14:44:06.000,WATCHED
259,469,2005-06-18 14:47:29.000,WATCHED
479,800,2005-06-18 14:55:30.000,WATCHED
193,780,2005-06-18 14:56:23.000,WATCHED
384,614,2005-06-18 14:57:49.000,WATCHED
597,595,2005-06-18 14:59:39.000,WATCHED
256,964,2005-06-18 15:00:04.000,WATCHED
167,327,2005-06-18 15:00:30.000,WATCHED
568,203,2005-06-18 15:03:52.000,WATCHED
149,537,2005-06-18 15:17:59.000,WATCHED
132,741,2005-06-18 15:18:49.000,WATCHED
298,358,2005-06-18 15:22:40.000,WATCHED
293,300,2005-06-18 15:22:51.000,WATCHED
289,151,2005-06-18 15:24:19.000,WATCHED
53,643,2005-06-18 15:26:30.000,WATCHED
382,160,2005-06-18 15:27:47.000,WATCHED
239,603,2005-06-18 15:29:26.000,WATCHED
491,625,2005-06-18 15:33:30.000,WATCHED
261,479,2005-06-18 15:34:18.000,WATCHED
21,690,2005-06-18 15:37:55.000,WATCHED
60,586,2005-06-18 15:42:30.000,WATCHED
544,200,2005-06-18 15:45:15.000,WATCHED
31,433,2005-06-18 15:49:48.000,WATCHED
76,636,2005-06-18 15:51:25.000,WATCHED
526,658,2005-06-18 15:56:53.000,WATCHED
577,546,2005-06-18 16:06:14.000,WATCHED
410,702,2005-06-18 16:10:46.000,WATCHED
359,17,2005-06-18 16:22:03.000,WATCHED
360,621,2005-06-18 16:24:45.000,WATCHED
536,592,2005-06-18 16:33:22.000,WATCHED
456,899,2005-06-18 16:33:48.000,WATCHED
356,788,2005-06-18 16:36:38.000,WATCHED
497,292,2005-06-18 16:39:37.000,WATCHED
421,559,2005-06-18 16:50:41.000,WATCHED
87,57,2005-06-18 16:50:44.000,WATCHED
84,142,2005-06-18 16:53:33.000,WATCHED
381,59,2005-06-18 16:55:08.000,WATCHED
558,727,2005-06-18 16:55:54.000,WATCHED
127,424,2005-06-18 16:58:58.000,WATCHED
170,403,2005-06-18 16:59:34.000,WATCHED
275,982,2005-06-18 17:01:55.000,WATCHED
434,682,2005-06-18 17:02:42.000,WATCHED
26,628,2005-06-18 17:07:34.000,WATCHED
219,427,2005-06-18 17:12:01.000,WATCHED
381,604,2005-06-18 17:14:42.000,WATCHED
102,277,2005-06-18 17:21:24.000,WATCHED
502,54,2005-06-18 17:22:28.000,WATCHED
26,771,2005-06-18 17:25:05.000,WATCHED
527,696,2005-06-18 17:28:57.000,WATCHED
231,379,2005-06-18 17:32:08.000,WATCHED
233,410,2005-06-18 17:35:08.000,WATCHED
579,577,2005-06-18 17:37:45.000,WATCHED
543,104,2005-06-18 17:40:44.000,WATCHED
176,931,2005-06-18 17:45:00.000,WATCHED
241,850,2005-06-18 17:47:34.000,WATCHED
583,710,2005-06-18 17:48:28.000,WATCHED
434,433,2005-06-18 17:51:46.000,WATCHED
295,303,2005-06-18 17:53:03.000,WATCHED
250,966,2005-06-18 17:59:18.000,WATCHED
356,207,2005-06-18 18:10:17.000,WATCHED
12,818,2005-06-18 18:11:51.000,WATCHED
173,776,2005-06-18 18:12:26.000,WATCHED
534,732,2005-06-18 18:13:32.000,WATCHED
454,391,2005-06-18 18:30:26.000,WATCHED
31,40,2005-06-18 18:34:21.000,WATCHED
39,202,2005-06-18 18:35:04.000,WATCHED
380,628,2005-06-18 18:41:09.000,WATCHED
593,691,2005-06-18 18:45:11.000,WATCHED
364,880,2005-06-18 18:49:18.000,WATCHED
233,354,2005-06-18 18:52:30.000,WATCHED
576,483,2005-06-18 18:58:12.000,WATCHED
98,634,2005-06-18 19:02:11.000,WATCHED
466,284,2005-06-18 19:04:41.000,WATCHED
523,512,2005-06-18 19:10:55.000,WATCHED
308,358,2005-06-18 19:13:45.000,WATCHED
498,792,2005-06-18 19:18:36.000,WATCHED
230,190,2005-06-18 19:25:47.000,WATCHED
24,183,2005-06-18 19:28:02.000,WATCHED
77,941,2005-06-18 19:29:21.000,WATCHED
588,561,2005-06-18 19:30:53.000,WATCHED
253,70,2005-06-18 19:32:51.000,WATCHED
241,191,2005-06-18 19:33:06.000,WATCHED
147,120,2005-06-18 19:36:50.000,WATCHED
91,282,2005-06-18 19:38:20.000,WATCHED
572,130,2005-06-18 19:39:05.000,WATCHED
185,229,2005-06-18 19:44:08.000,WATCHED
553,857,2005-06-18 19:54:13.000,WATCHED
343,16,2005-06-18 19:58:12.000,WATCHED
468,465,2005-06-18 20:00:15.000,WATCHED
194,264,2005-06-18 20:01:43.000,WATCHED
380,102,2005-06-18 20:06:05.000,WATCHED
160,828,2005-06-18 20:07:02.000,WATCHED
427,299,2005-06-18 20:18:42.000,WATCHED
177,958,2005-06-18 20:20:05.000,WATCHED
382,398,2005-06-18 20:23:52.000,WATCHED
137,434,2005-06-18 20:24:23.000,WATCHED
40,941,2005-06-18 20:28:31.000,WATCHED
183,745,2005-06-18 20:31:00.000,WATCHED
70,994,2005-06-18 20:32:40.000,WATCHED
221,847,2005-06-18 20:42:45.000,WATCHED
151,756,2005-06-18 20:51:34.000,WATCHED
336,199,2005-06-18 20:52:46.000,WATCHED
334,870,2005-06-18 20:57:12.000,WATCHED
206,551,2005-06-18 20:58:46.000,WATCHED
241,614,2005-06-18 21:01:21.000,WATCHED
408,354,2005-06-18 21:03:08.000,WATCHED
310,889,2005-06-18 21:04:09.000,WATCHED
322,174,2005-06-18 21:08:30.000,WATCHED
122,100,2005-06-18 21:10:44.000,WATCHED
88,918,2005-06-18 21:22:23.000,WATCHED
515,330,2005-06-18 21:25:23.000,WATCHED
56,342,2005-06-18 21:26:03.000,WATCHED
15,59,2005-06-18 21:26:56.000,WATCHED
374,805,2005-06-18 21:32:54.000,WATCHED
403,295,2005-06-18 21:38:26.000,WATCHED
382,873,2005-06-18 22:00:44.000,WATCHED
402,420,2005-06-18 22:00:50.000,WATCHED
316,387,2005-06-18 22:01:31.000,WATCHED
237,626,2005-06-18 22:04:15.000,WATCHED
269,896,2005-06-18 22:12:09.000,WATCHED
434,290,2005-06-18 22:15:09.000,WATCHED
338,838,2005-06-18 22:15:42.000,WATCHED
527,140,2005-06-18 22:20:11.000,WATCHED
171,505,2005-06-18 22:50:40.000,WATCHED
74,496,2005-06-18 22:56:26.000,WATCHED
348,697,2005-06-18 23:01:36.000,WATCHED
12,922,2005-06-18 23:07:12.000,WATCHED
450,263,2005-06-18 23:10:11.000,WATCHED
325,575,2005-06-18 23:12:13.000,WATCHED
176,545,2005-06-18 23:17:19.000,WATCHED
452,367,2005-06-18 23:19:53.000,WATCHED
519,365,2005-06-18 23:28:27.000,WATCHED
82,501,2005-06-18 23:29:53.000,WATCHED
325,686,2005-06-18 23:39:22.000,WATCHED
476,941,2005-06-18 23:43:58.000,WATCHED
213,976,2005-06-18 23:44:08.000,WATCHED
384,838,2005-06-18 23:44:21.000,WATCHED
234,396,2005-06-18 23:45:30.000,WATCHED
27,986,2005-06-18 23:48:47.000,WATCHED
515,741,2005-06-18 23:53:15.000,WATCHED
382,561,2005-06-18 23:56:44.000,WATCHED
188,706,2005-06-18 23:57:31.000,WATCHED
87,588,2005-06-19 00:03:28.000,WATCHED
74,11,2005-06-19 00:11:26.000,WATCHED
86,767,2005-06-19 00:16:23.000,WATCHED
128,260,2005-06-19 00:19:21.000,WATCHED
446,911,2005-06-19 00:29:00.000,WATCHED
92,26,2005-06-19 00:41:08.000,WATCHED
579,119,2005-06-19 00:43:42.000,WATCHED
89,101,2005-06-19 00:45:56.000,WATCHED
465,97,2005-06-19 00:48:11.000,WATCHED
365,288,2005-06-19 00:48:22.000,WATCHED
500,728,2005-06-19 01:03:07.000,WATCHED
463,86,2005-06-19 01:10:31.000,WATCHED
331,398,2005-06-19 01:14:12.000,WATCHED
478,501,2005-06-19 01:18:27.000,WATCHED
31,906,2005-06-19 01:20:00.000,WATCHED
368,167,2005-06-19 01:20:49.000,WATCHED
26,408,2005-06-19 01:27:46.000,WATCHED
187,996,2005-06-19 01:34:26.000,WATCHED
517,557,2005-06-19 01:38:39.000,WATCHED
130,200,2005-06-19 01:39:04.000,WATCHED
163,920,2005-06-19 01:41:34.000,WATCHED
388,767,2005-06-19 01:52:21.000,WATCHED
472,284,2005-06-19 01:56:59.000,WATCHED
527,977,2005-06-19 01:58:39.000,WATCHED
363,938,2005-06-19 02:04:48.000,WATCHED
360,25,2005-06-19 02:08:10.000,WATCHED
67,317,2005-06-19 02:08:39.000,WATCHED
58,377,2005-06-19 02:14:11.000,WATCHED
558,320,2005-06-19 02:16:17.000,WATCHED
413,710,2005-06-19 02:23:36.000,WATCHED
272,216,2005-06-19 02:39:39.000,WATCHED
162,995,2005-06-19 02:44:17.000,WATCHED
561,935,2005-06-19 02:45:35.000,WATCHED
495,843,2005-06-19 02:46:39.000,WATCHED
38,301,2005-06-19 02:49:55.000,WATCHED
444,437,2005-06-19 02:51:04.000,WATCHED
389,143,2005-06-19 03:01:29.000,WATCHED
473,205,2005-06-19 03:04:59.000,WATCHED
322,855,2005-06-19 03:05:38.000,WATCHED
191,58,2005-06-19 03:07:02.000,WATCHED
377,25,2005-06-19 03:07:32.000,WATCHED
257,992,2005-06-19 03:08:51.000,WATCHED
361,641,2005-06-19 03:09:16.000,WATCHED
414,969,2005-06-19 03:09:46.000,WATCHED
309,734,2005-06-19 03:12:42.000,WATCHED
256,897,2005-06-19 03:14:52.000,WATCHED
265,10,2005-06-19 03:15:05.000,WATCHED
41,420,2005-06-19 03:24:17.000,WATCHED
408,873,2005-06-19 03:41:10.000,WATCHED
128,511,2005-06-19 03:44:03.000,WATCHED
486,110,2005-06-19 03:45:39.000,WATCHED
496,49,2005-06-19 04:04:46.000,WATCHED
190,665,2005-06-19 04:09:03.000,WATCHED
213,6,2005-06-19 04:19:04.000,WATCHED
5,245,2005-06-19 04:20:13.000,WATCHED
66,391,2005-06-19 04:20:14.000,WATCHED
159,534,2005-06-19 04:21:26.000,WATCHED
563,737,2005-06-19 04:23:18.000,WATCHED
143,730,2005-06-19 04:23:52.000,WATCHED
336,78,2005-06-19 04:32:52.000,WATCHED
559,644,2005-06-19 04:34:15.000,WATCHED
66,99,2005-06-19 04:36:03.000,WATCHED
267,369,2005-06-19 04:40:06.000,WATCHED
493,840,2005-06-19 04:40:44.000,WATCHED
219,555,2005-06-19 04:44:30.000,WATCHED
456,83,2005-06-19 04:54:13.000,WATCHED
267,45,2005-06-19 04:56:27.000,WATCHED
523,871,2005-06-19 05:01:40.000,WATCHED
90,816,2005-06-19 05:02:36.000,WATCHED
406,18,2005-06-19 05:05:03.000,WATCHED
537,893,2005-06-19 05:05:11.000,WATCHED
331,473,2005-06-19 05:06:14.000,WATCHED
143,791,2005-06-19 05:20:31.000,WATCHED
164,50,2005-06-19 05:21:27.000,WATCHED
324,782,2005-06-19 05:31:40.000,WATCHED
438,979,2005-06-19 05:32:22.000,WATCHED
208,63,2005-06-19 05:36:54.000,WATCHED
556,442,2005-06-19 05:40:11.000,WATCHED
123,181,2005-06-19 05:43:43.000,WATCHED
122,702,2005-06-19 05:43:55.000,WATCHED
